AOI,Country,Region,Site Name,City,Description,Method,EO Sensor,Input Data,Indicator code,Time,Measurement Value,Reference Description,Reference time,Reference value,Rule,Indicator Value,Sub-AOI,Y axis,Indicator Name,Color code,Data Provider,AOI_ID,Update Frequency
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-10T04:13:33,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-12T04:03:35,0.09781209800000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-15T04:13:32,0.113879004,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-17T04:03:38,0.117171717,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-20T04:13:35,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-22T04:03:37,0.131982205,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-25T04:13:35,0.10336817699999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-27T04:03:41,0.08168693,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-03-30T04:13:38,0.14749113,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-01T04:03:40,0.146716348,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-04T04:13:37,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-06T04:03:43,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-09T04:13:40,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-11T04:03:42,0.17503966199999998,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-14T04:13:38,0.14201618800000002,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-16T04:03:45,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-19T04:13:42,0.133349888,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-21T04:03:43,0.078860172,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-24T04:13:39,0.077042199,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-26T04:03:47,0.073834197,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-04-29T04:13:43,0.075614367,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-01T04:03:44,0.077563005,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-04T04:13:40,0.09456264800000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-06T04:03:48,0.085094851,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-09T04:13:44,-0.117443869,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-11T04:03:44,-0.10101010099999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-14T04:13:40,0.052251251,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-16T04:03:49,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-19T04:13:45,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-21T04:03:43,-0.1711146,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-24T04:13:39,-0.097949886,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-26T04:03:49,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-29T04:13:44,-0.033840947999999996,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-05-31T04:03:43,0.039872408,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-03T04:13:38,0.158593232,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-05T04:03:48,0.323925593,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-08T04:13:44,0.42605042,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-10T04:03:43,0.501955671,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-13T04:13:39,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-15T04:03:47,0.592259848,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-18T04:13:44,0.5052840160000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-20T04:03:44,0.5799394139999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-23T04:13:40,0.639102564,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-25T04:03:48,0.683199008,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-28T04:13:44,0.753006747,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-06-30T04:03:45,0.771103896,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-03T04:13:41,0.797342193,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-05T04:03:49,0.78989575,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-08T04:13:45,0.8060637740000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-10T04:03:45,0.755774068,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-13T04:13:41,0.8566344690000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-15T04:03:49,0.826216485,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-18T04:13:45,0.861271676,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-20T04:03:45,0.828795683,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-23T04:13:41,0.865894838,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-25T04:03:48,0.8453993459999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-28T04:13:44,0.856,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-07-30T04:03:45,0.83518225,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-02T04:13:40,0.870545783,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-04T04:03:48,0.8322037859999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-07T04:13:43,0.864573571,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-09T04:03:44,0.815727144,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-12T04:13:40,0.845417564,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-14T04:03:47,0.7993834479999999,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-17T04:13:42,0.804878049,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-19T04:03:43,0.782973092,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-22T04:13:38,0.41509129100000003,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-24T04:03:45,0.760468258,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-27T04:13:40,0.781025284,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-08-29T04:03:41,0.7274167990000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-01T04:13:36,0.76822258,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-03T04:03:43,0.7204350840000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-06T04:13:38,0.705087245,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-08T04:03:39,0.45557418299999997,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-11T04:13:34,0.654952077,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-13T04:03:41,0.612903226,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-16T04:13:36,0.543979895,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-18T04:03:39,0.5661450920000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-21T04:13:36,0.556943057,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-23T04:03:40,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-26T04:13:36,0.43395326700000003,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-09-28T04:03:41,,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-10-01T04:13:38,0.177671451,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-10-03T04:03:41,0.218554862,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-10-06T04:13:37,0.183725136,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-10-08T04:03:42,0.181604278,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-10-11T04:13:39,0.13656148,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
"39.48284,-122.06556",US,Calfornia,Glenn,Glenn,Planting Activity,,Sentinel-2A/2B,Sentinel 2 L2A,E10c,2019-10-13T04:03:41,0.12006040800000001,,,,,NDVI at point,,NDVI,NDVI (Sentinel-2) - time series at specific point (N 39.48284 W122.06556),Blue,ESA,US08,Weekly (5-day)
